id,bg,en,lat,type,level,topic,,,,
bg_00236,Имам нужда от подстригване. / Трябва да се подстрижа.,I need a haircut (alt). / I need to get a haircut. X2, Imam nuzhda ot podstrigvane. / Tryabva da se podstrizha.,LONG PHRASE,EASY,none,,,,
bg_00237,свободни часове,free hours, svobodni chasove,MEDIUM PHRASE,EASY,none,,,,
bg_00238,"приятелите ми, които (не 'кои')",my friends who ," priyatelite mi, koito (ne 'koi')",MEDIUM PHRASE,EASY,none,,,,
bg_00239,Искам да попитам ChatGPT (без 'от'),I want to ask ChatGPT, Iskam da popitam ChatGPT (bez 'ot'),MEDIUM PHRASE,EASY,none,,,,
bg_00240,Искам да помоля за информация.,I want to ask for information., Iskam da pomolya za informatsiya.,MEDIUM PHRASE,EASY,none,,,,
bg_00241,двама (души),two (people), dvama (dushi),MEDIUM PHRASE,EASY,none,,,,
bg_00242,друго приложение (не 'друг'),another application /ap, drugo prilozhenie (ne 'drug'),MEDIUM PHRASE,EASY,none,,,,
bg_00243,Трябва да я намеря. (домашната),I need to find it. , Tryabva da ya namerya. (domashnata),MEDIUM PHRASE,EASY,none,,,,
bg_00244,Трябва да намеря статията. (не 'намирам'),I need to find the article. ,Tryabva da namerya statiyata. (ne 'namiram'),MEDIUM PHRASE,EASY,none,,,,
bg_00245,Всичко е скъпо. / Там е скъпо. X2,Everything is expensive. / It's expensive there. X2, Vsichko e skŭpo. / Tam e skŭpo. X2,LONG PHRASE,EASY,none,,,,
bg_00246,висок стандарт на живот,high standard of living, visok standart na zhivot,MEDIUM PHRASE,EASY,none,,,,
bg_00247,тази възможност,this opportunity, tazi vŭzmozhnost,MEDIUM PHRASE,EASY,none,,,,
bg_00248,Животът е много труден.,Life is very difficult., Zhivotŭt e mnogo truden.,MEDIUM PHRASE,EASY,none,,,,
bg_00249,"нещо, което промени мнението ми за страната",something that changed my opinion about the country," neshto, koeto promeni mnenieto mi za stranata",LONG PHRASE,EASY,none,,,,
bg_00250,анархия,anarchy, anarkhiya,SHORT,EASY,none,,,,
bg_00251,Аз не бях там по време на урагана.,I wasn't there during the hurricane., Az ne byakh tam po vreme na uragana.,MEDIUM PHRASE,EASY,none,,,,
bg_00252,Видях по телевизията.,I saw it on TV., Vidyakh po televiziyata.,MEDIUM PHRASE,EASY,none,,,,
bg_00253,казах им (не 'ги'),I told them , kazakh im (ne 'gi'),MEDIUM,EASY,none,,,,
bg_00254,същия(т) проблем (не 'същото'),the same problem , sŭshtiya(t) problem (ne 'sŭshtoto'),MEDIUM PHRASE,EASY,none,,,,
bg_00255,Проблемът е глобалното затопляне.,The problem is global warming., Problemŭt e globalnoto zatoplyane.,MEDIUM PHRASE,EASY,none,,,,
bg_00256,Намаляват броя на служителите.,They are cutting the number of employees., Namalyavat broya na sluzhitelite.,LONG PHRASE,EASY,none,,,,
bg_00257,публични разходи,public spending, publichni razkhodi,MEDIUM PHRASE,EASY,none,,,,
bg_00258,Никой не се интересува.,Nobody cares, Nikoĭ ne se interesuva.,MEDIUM PHRASE,EASY,none,,,,
bg_00259,всички знаят (не 'знае'),everyone knows , vsichki znayat (ne 'znae'),SHORT PHRASE,EASY,none,,,,
bg_00260,социални медии/мрежи,social media/networks, sotsialni medii/mrezhi,MEDIUM PHRASE,EASY,none,,,,
bg_00261,Интернетът е много бавен. (не 'бавно'),The internet is very slow. , Internetŭt e mnogo baven. (ne 'bavno'),MEDIUM PHRASE,EASY,none,,,,
bg_00262,Парите не са важни.,Money is not important., Parite ne sa vazhni.,MEDIUM PHRASE,EASY,none,,,,
bg_00263,когато говори за тези пътувания (не 'от'),when he talks about these trips , kogato govori za tezi pŭtuvaniya (ne 'ot'),MEDIUM PHRASE,HARD,none,,,,
bg_00264,работи/-я много/усърдно (не 'трудно') x2,he works hard (or a lot), raboti/-ya mnogo/usŭrdno (ne 'trudno') x2,VERB,EASY,none,,,,
bg_00265,фризьор/-ка,hairdresser, friz’or/-ka,MEDIUM,EASY,none,,,,
bg_00266,салон/-и,salon, salon/-i,MEDIUM,EASY,none,,,,
bg_00267,след като разходя Бени,after I walk Benny, sled kato razkhodya Beni,MEDIUM PHRASE,HARD,none,,,,
bg_00268,когато живеех в Англия,when I was living in England, kogato zhiveekh v Angliya,MEDIUM PHRASE,EASY,none,,,,
bg_00269,извинение/-я,excuse (noun), izvinenie/-ya,MEDIUM,HARD,none,,,,
bg_00270,зловещ/-а/-о/-и x2,"macabre, creepy", zlovesht/-a/-o/-i x2,MEDIUM,HARD,none,,,,
bg_00271,мебели (pl.),furniture, mebeli (pl.),MEDIUM,EASY,none,,,,
bg_00272,Не съм изненадан.,I am not surprised., Ne sŭm iznenadan.,MEDIUM PHRASE,EASY,none,,,,
bg_00273,Не ме изненадва.,It doesn't surprise me., Ne me iznenadva.,MEDIUM PHRASE,EASY,none,,,,
bg_00274,пенсия,pension, pensiya,SHORT,EASY,none,,,,
bg_00275,пенсии,pensions, pensii,MEDIUM,EASY,none,,,,
bg_00276,американци (не 'американски'),Americans, amerikantsi (ne 'amerikanski'),MEDIUM,EASY,none,,,,
bg_00277,европеец / европейци,European/s, evropeets / evropeĭtsi,MEDIUM,EASY,none,,,,
bg_00278,мислеха,they thought/were thinking, mislekha,MEDIUM,EASY,none,,,,
bg_00279,моли/-я се,pray, moli/-ya se,VERB,EASY,none,,,,
bg_00280,това не ме интересуваше,"I didn't care about this (not ""ce"")", tova ne me interesuvashe,MEDIUM PHRASE,HARD,none,,,,
bg_00281,метеоролог/-зи,meteorologist, meteorolog/-zi,VERB,EASY,none,,,,
bg_00282,прогноза,forecast, prognoza,MEDIUM,EASY,none,,,,
bg_00283,ефикасност,efficiency, efikasnost,MEDIUM,EASY,none,,,,
bg_00284,разход/-и,spending, razkhod/-i,MEDIUM,EASY,none,,,,
bg_00285,грижи/-а се за,take care of, grizhi/-a se za,VERB,EASY,none,,,,
bg_00286,влияе/-я x2,"affect, influence", vliyae/-ya x2,VERB,HARD,none,,,,
bg_00287,Може би не си чула,You probably didn't hear. (Rep f)  (alt), Mozhe bi ne si chula,MEDIUM PHRASE,HARD,none,,,,
bg_00288,не особено,not particularly, ne osobeno,MEDIUM,EASY,none,,,,
bg_00289,Аз не се интересувам от скъпи неща.,"I don't care about expensive things. (not ""ме"")", Az ne se interesuvam ot skŭpi neshta.,LONG PHRASE,EASY,none,,,,
bg_00290,хвали/-я се,to boast, khvali/-ya se,VERB,HARD,none,,,,
bg_00291,Не се хвали.,He doesn't boast., Ne se khvali.,MEDIUM PHRASE,EASY,none,,,,
bg_00292,той заслужаваше повече,he deserved better, toĭ zasluzhavashe poveche,MEDIUM PHRASE,HARD,none,,,,
bg_00293,застрашава,endanger, zastrashava,MEDIUM,EASY,none,,,,
bg_00294,тези правила не важат за нас,these rules don't/didn't apply to us, tezi pravila ne vazhat za nas,MEDIUM PHRASE,EASY,none,,,,
bg_00295,Борех се с болестта,I was fighting against the illness, Borekh se s bolestta,MEDIUM PHRASE,EASY,none,,,,
bg_00296,пречи/-а,obstructs , prechi/-a,VERB,HARD,none,,,,
bg_00297,дъвче/-а,chews, dŭvche/-a,VERB,EASY,none,,,,
bg_00298,държахме,we were holding, dŭrzhakhme,MEDIUM,EASY,none,,,,
bg_00299,"виждах че, се стараеха",I could see that they were trying their best," vizhdakh che, se staraekha",MEDIUM PHRASE,EASY,none,,,,
bg_00300,реагира,reacts, reagira,SHORT,EASY,none,,,,
bg_00301,мрака,the darkness, mraka,MEDIUM,HARD,none,,,,
bg_00302,защитава,protect, zashtitava,SHORT,EASY,none,,,,
bg_00303,затруднява x2,"hinder, make more difficult", zatrudnyava x2,VERB,HARD,none,,,,
bg_00304,предупреждение/-я,warning., preduprezhdenie/-ya,MEDIUM,EASY,none,,,,
bg_00305,Имаше предупреждения.,There were warnings., Imashe preduprezhdeniya.,MEDIUM PHRASE,HARD,none,,,,
bg_00306,прическа,haircut, pricheska,SHORT,HARD,none,,,,
bg_00307,навреме,on time, navreme,SHORT,EASY,none,,,,
bg_00308,отзад.,in the back, otzad.,MEDIUM,EASY,none,,,,
bg_00309,първо,first of all, pŭrvo,MEDIUM,EASY,none,,,,
bg_00310,"Пазарувахме, когато ни се обадиха.",We were shopping when they called us.," Pazaruvakhme, kogato ni se obadikha.",MEDIUM PHRASE,EASY,none,,,,
bg_00311,"Пазарували, когато им се обадили.",They were shopping when they called them. (rep)," Pazaruvali, kogato im se obadili.",LONG PHRASE,EASY,none,,,,
bg_00312,мълчи/-а x2,"be silent, not speak", mŭlchi/-a x2,VERB,EASY,none,,,,
bg_00313,всички вие x2,"all of you, you all", vsichki vie x2,MEDIUM PHRASE,EASY,none,,,,
bg_00314,всички ние,all of us, vsichki nie,MEDIUM,EASY,none,,,,
bg_00315,Всички вие мълчахте.,You were all silent., Vsichki vie mŭlchakhte.,MEDIUM PHRASE,HARD,none,,,,
bg_00316,твърди/-я x2,"claim, affirm", tvŭrdi/-ya x2,VERB,EASY,none,,,,
bg_00317,невинен/-нна/-нно/-нни,innocent x4, nevinen/-nna/-nno/-nni,ADJECTIVE,EASY,none,,,,
bg_00318,вина,guilt, vina,SHORT,EASY,none,,,,
bg_00319,колиба/-и,kennel, koliba/-i,MEDIUM,HARD,none,,,,
bg_00320,три километра (не 'километри'),three kilometers , tri kilometra (ne 'kilometri'),MEDIUM PHRASE,EASY,none,,,,
bg_00321,прекалено много / твърде много (не 'прекалено твърде'),Too much, prekaleno mnogo / tvŭrde mnogo (ne 'prekaleno tvŭrde'),MEDIUM,EASY,none,,,,
bg_00322,всички + plural verbs,all + plural verbs, vsichki + plural verbs,MEDIUM PHRASE,HARD,none,,,,
bg_00323,тази статия (не 'това'),this article , tazi statiya (ne 'tova'),SHORT PHRASE,EASY,none,,,,
bg_00324,"Казва, че ти СИ мечтаел за добра кариера.",It says that you DID dream of a good career. (sing.)," Kazva, che ti SI mechtael za dobra kariera.",LONG PHRASE,HARD,none,,,,
bg_00325,Според нея всички ние сме мълчали.,"According to her, we were all silent.", Spored neya vsichki nie sme mŭlchali.,MEDIUM PHRASE,EASY,none,,,,
bg_00326,Законът не важал за тях.,The law did not apply to them. (REP), Zakonŭt ne vazhal za tyakh.,MEDIUM PHRASE,EASY,none,,,,
bg_00327,ръмжал/-а/-о/-и,growled (rep), rŭmzhal/-a/-o/-i,VERB,EASY,none,,,,
bg_00328,турчин/ турци,turkish/turks, turchin/ turtsi,MEDIUM PHRASE,EASY,none,,,,
bg_00329,"мечтае ; аз мечтаех, ти/той мечтаеше","dreams; I dreamed, you/he dreamed (imp)"," mechtae; az mechtaekh, ti/toĭ mechtaeshe ",VERB,EASY,none,,,,
bg_00330,"гори ; аз горях, ти/той гореше","burns; I burned, you/he burned (imp)"," gori;  az goryakh, ti/toĭ goreshe ",VERB,EASY,none,,,,
bg_00331,растях ; растял/-а/-о/растели,I was growing (up) (imp); he/she/it/they - (rep), rastyakh; rastyal/-a/-o/rasteli,VERB,EASY,none,,,,
bg_00332,колите се движеха;колите се движели,the cars were moving imp/rep, kolite se dvizhekha; kolite se dvizheli,MEDIUM PHRASE,EASY,none,,,,
bg_00333,"Вие се срамувахте от нас.;Казват, че ние сме се срамували от тях.","You were ashamed of us.;They say we were ashamed of them. (pl, imp)"," Vie se sramuvakhte ot nas.; Kazvat, che nie sme se sramuvali ot tyakh.",LONG PHRASE,EASY,none,,,,
bg_00334,"важи;аз важах, ти/той важеше","applies;I applied, you/he applied (imp)"," vazhi; az vazhakh, ti/toĭ vazheshe",VERB,HARD,none,,,,
bg_00335,"Вие ме дразнехте.;Казва, че вие сте го дразнели. X2",You teased me.;He says you teased him. Also annoy (pl imp)," Vie me draznekhte.; Kazva, che vie ste go drazneli. X2",LONG PHRASE,HARD,none,,,,
bg_00336,"ръмжи;аз ръмжах, ти/той ръмжеше","growls;I growled, you/he growled (imp)"," rŭmzhi; az rŭmzhakh, ti/toĭ rŭmzheshe",VERB,EASY,none,,,,
bg_00337,изкуствен интелект,AI, izkustven intelekt,SHORT,EASY,none,,,,
bg_00338,Никога не съм го използвал.,I've never used it., Nikoga ne sŭm go izpolzval.,MEDIUM PHRASE,EASY,none,,,,
bg_00339,всеки параграф,every paragraph, vseki paragraf,MEDIUM PHRASE,EASY,none,,,,
bg_00340,всички параграфи,all paragraphs, vsichki paragrafi,MEDIUM PHRASE,EASY,none,,,,
bg_00341,график/-ци,schedule, grafik/-tsi,MEDIUM,EASY,none,,,,
bg_00342,почивен ден,a day off, pochiven den,MEDIUM,EASY,none,,,,
bg_00343,болест/-и,illness, bolest/-i,MEDIUM,EASY,none,,,,
bg_00344,Не е изненада за мен.,It is not a surprise for me., Ne e iznenada za men.,MEDIUM PHRASE,EASY,none,,,,
bg_00345,Не е изненадващо за мен.,It is not surprising for me., Ne e iznenadvashto za men.,MEDIUM PHRASE,EASY,none,,,,
bg_00346,пълнолетен/-тна/-тно/-тни,of age (at or over the age of 18), pŭlnoleten/-tna/-tno/-tni,ADJECTIVE,HARD,none,,,,
bg_00347,болка/-и,pain, bolka/-i,MEDIUM,EASY,none,,,,
bg_00348,непълно работно време,part-time, nepŭlno rabotno vreme,MEDIUM,EASY,none,,,,
bg_00349,болничен/-чни,sick leave, bolnichen/-chni,MEDIUM,EASY,none,,,,
bg_00350,така че,so, taka che,SHORT,EASY,none,,,,
bg_00351,осигуровки,"social security (money paid to the government for retirement, health, etc.)", osigurovki,MEDIUM,EASY,none,,,,
bg_00352,Никога не съм ходил в музея.,I have never been to the museum., Nikoga ne sŭm khodil v muzeya.,MEDIUM PHRASE,EASY,none,,,,
bg_00353,Винаги съм бъркал тези имена.,I have always mixed up these names., Vinagi sŭm bŭrkal tezi imena.,MEDIUM PHRASE,EASY,none,,,,
bg_00354,Мога да го използвам на компютъра. (не 'в'),I can use it on the computer. , Moga da go izpolzvam na kompyutŭra. (ne 'v'),MEDIUM PHRASE,EASY,none,,,,
bg_00355,странно съобщение,strange message, stranno sŭobshtenie,MEDIUM PHRASE,HARD,none,,,,
bg_00356,навигира/-м,navigate, navigira/-m,VERB,EASY,none,,,,
bg_00357,твърде много информация,too much information, tvŭrde mnogo informatsiya,MEDIUM PHRASE,EASY,none,,,,
bg_00358,"Той каза, че ми казал.",He said he told me.," Toĭ kaza, che mi kazal.",MEDIUM PHRASE,EASY,none,,,,
bg_00359,ползва/-м = използва/-м,use x2, polzva/-m = izpolzva/-m,VERB,EASY,none,,,,
bg_00360,шестнайсет процента (не 'шестнайста'),sixteen percent, shestnaĭset protsenta (ne 'shestnaĭsta'),MEDIUM PHRASE,EASY,none,,,,
bg_00361,"Ходех на работа, когато можех.",I went to work when I could.," Khodekh na rabota, kogato mozhekh.",MEDIUM PHRASE,EASY,none,,,,
bg_00362,Трябваше да се грижа за себе си.,I had to take care of myself., Tryabvashe da se grizha za sebe si.,MEDIUM PHRASE,HARD,none,,,,
bg_00363,Почти никога не се разболявам.,I hardly ever get sick., Pochti nikoga ne se razbolyavam.,MEDIUM PHRASE,HARD,none,,,,
bg_00364,звънец/-нци,a bell, zvŭnets/-ntsi,SHORT,EASY,none,,,,
bg_00365,камбана/-и,a church bell, kambana/-i,MEDIUM,EASY,none,,,,
bg_00366,светец/светица,a saint (m./f.), svetets/svetitsa,MEDIUM PHRASE,EASY,none,,,,
bg_00367,вещица/-и,a witch, veshtitsa/-i,SHORT,EASY,none,,,,
bg_00368,климатик,AC, klimatik,SHORT,EASY,none,,,,
bg_00369,цветове,colours, tsvetove,SHORT,EASY,none,,,,
bg_00370,тече/тека,flow - he/I, teche/teka,VERB,EASY,none,,,,
bg_00371,приятелство,friendship, priyatelstvo,MEDIUM,EASY,none,,,,
bg_00372,за щастие,happily, za shtastie,SHORT,EASY,none,,,,
bg_00373,Той ни откара/закара.,He took us. X2, Toĭ ni otkara/zakara.,VERB,EASY,none,,,,
bg_00374,Запазил съм го.,I have saved it., Zapazil sŭm go.,MEDIUM PHRASE,HARD,none,,,,
bg_00375,светлина,light, svetlina,SHORT,HARD,none,,,,
bg_00376,катинар/-и,padlock, katinar/-i,MEDIUM,EASY,none,,,,
bg_00377,частен/-тна/-тно/-тни,private, chasten/-tna/-tno/-tni,ADJECTIVE,HARD,none,,,,
bg_00378,зарежда/-м повторно,reload, zarezhda/-m povtorno,VERB,HARD,none,,,,
bg_00379,къс,short, kŭs,SHORT,EASY,none,,,,
bg_00380,плюшено мече,teddy bear, plyusheno meche,MEDIUM PHRASE,EASY,none,,,,
bg_00381,"хвърля/-м, хвърли/-я x2","throw, toss x 2 tenses"," khvŭrlya/-m, khvŭrli/-ya x2",VERB,HARD,none,,,,
bg_00382,прекалено късно,too late, prekaleno kŭsno,MEDIUM,EASY,none,,,,
bg_00383,зала – зали,hall – halls, zala – zali,MEDIUM,EASY,none,,,,
bg_00384,избере – избрах – избран/-а/-о/-и,choose (PERF) – chose (I)– chosen, izbere – izbrakh – izbran/-a/-o/-i,VERB,EASY,none,,,,
bg_00385,изпие – изпит/-а/-о/-и x2,"drink up PERF, P PART)– exam", izpie – izpit/-a/-o/-i x2,VERB,EASY,none,,,,
bg_00386,Как беше в София? – Много хубаво. (не 'хубав'),How was it in Sofia? – Very good. , Kak beshe v Sofiya? – Mnogo khubavo. (ne 'khubav'),MEDIUM PHRASE,HARD,none,,,,
bg_00387,подобрѝ – подобрѝх (no stress change),improve (PERF) – I improved, podobrì – podobrìkh (no stress change),LONG PHRASE,EASY,none,,,,
bg_00388,преведѐ – превѐдох – превѐден/-а/-о/-и,translate  (PERF) – I translated – translated adj., prevedè – prevèdokh – prevèden/-a/-o/-i,VERB,HARD,none,,,,
bg_00389,приеме – приет/-а/-о/-и,accept  (PERF)– accepted, prieme – priet/-a/-o/-i,VERB,EASY,none,,,,
bg_00390,спре – спрях,stop  (PERF) – I stopped, spre – spryakh,MEDIUM PHRASE,EASY,none,,,,
